_time,_value_norm_9,_value_norm_31,_value_norm_49
2024-04-01 03:00:00+00:00,-0.3340275977509754,-0.1976726492733805,-0.3732752224563887
2024-04-01 03:01:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:02:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:03:00+00:00,-0.3340275977509754,-0.24501450169256417,-0.0777536438145617
2024-04-01 03:04:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:05:00+00:00,-0.3340275977509754,-0.25684996479736005,-0.3732752224563887
2024-04-01 03:06:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.15163403847501844
2024-04-01 03:07:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:08:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:09:00+00:00,-0.3340275977509754,-0.31602728032133964,1.0740417089419592
2024-04-01 03:10:00+00:00,-0.3340275977509754,0.039036612822537786,-0.3732752224563887
2024-04-01 03:11:00+00:00,-0.3340275977509754,-0.31602728032133964,0.07000714550635183
2024-04-01 03:12:00+00:00,-0.3340275977509754,-0.1976726492733805,-0.3732752224563887
2024-04-01 03:13:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:14:00+00:00,-0.3340275977509754,-0.1976726492733805,-0.3732752224563887
2024-04-01 03:15:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.15163403847501844
2024-04-01 03:16:00+00:00,-0.3340275977509754,-0.31602728032133964,0.17048448224457302
2024-04-01 03:17:00+00:00,-0.3340275977509754,-0.26040060372879886,-0.0777536438145617
2024-04-01 03:18:00+00:00,-0.3340275977509754,-0.25684996479736005,-0.15163403847501844
2024-04-01 03:19:00+00:00,-0.3340275977509754,-0.16216625995899275,0.2916483294877221
2024-04-01 03:20:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.29939482779593196
2024-04-01 03:21:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:22:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:23:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:24:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:25:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:26:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:27:00+00:00,-0.3340275977509754,-0.2805208910069519,-0.15163403847501844
2024-04-01 03:28:00+00:00,-0.3340275977509754,-0.2805208910069519,-0.3732752224563887
2024-04-01 03:29:00+00:00,-0.10283976108611306,-0.15033079685419684,3.2091851146291597
2024-04-01 03:30:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.0777536438145617
2024-04-01 03:31:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:32:00+00:00,-0.3340275977509754,0.09821392834651736,-0.09252972274665304
2024-04-01 03:33:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3511111040582517
2024-04-01 03:34:00+00:00,-0.3340275977509754,-0.07931801822542135,-0.3732752224563887
2024-04-01 03:35:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:36:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
2024-04-01 03:37:00+00:00,-0.3340275977509754,-0.25684996479736005,-0.3732752224563887
2024-04-01 03:38:00+00:00,-0.3340275977509754,-0.31602728032133964,-0.3732752224563887
