_time,_value_norm_2,_value_norm_28,_value_norm_54
2024-04-01 03:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 04:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 05:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 06:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 07:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 08:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 09:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 10:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 11:00:00+00:00,-0.1792051578403076,-0.17409930209645724,1.1138550535332943
2024-04-01 12:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 13:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.08543549357688576
2024-04-01 14:00:00+00:00,-0.1792051578403076,-0.17409930209645724,2.220450285738014
2024-04-01 15:00:00+00:00,-0.1792051578403076,-0.17409930209645724,1.3976895449104791
2024-04-01 16:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.22642316277171712
2024-04-01 17:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.7876250305326822
2024-04-01 18:00:00+00:00,0.24499421633706503,-0.17409930209645724,-0.29741315169402366
2024-04-01 19:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.6424742273473878
2024-04-01 20:00:00+00:00,-0.1792051578403076,-0.17409930209645724,2.2923071189980613
2024-04-01 21:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 22:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-01 23:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.5864258974045513
2024-04-02 00:00:00+00:00,1.8145319007933438,-0.17409930209645724,0.5310961357943154
2024-04-02 01:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 02:00:00+00:00,0.338318078656087,1.972092015759489,0.9349315387157779
2024-04-02 03:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 04:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 05:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 06:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.179567945147547
2024-04-02 07:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 08:00:00+00:00,0.07531446666611596,-0.17409930209645724,-0.29741315169402366
2024-04-02 09:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.16606342283327785
2024-04-02 10:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 11:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.21621493011017084
2024-04-02 12:00:00+00:00,0.5309045945326142,-0.17409930209645724,-0.29741315169402366
2024-04-02 13:00:00+00:00,-0.1792051578403076,-0.17409930209645724,4.972566999597805
2024-04-02 14:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.27887865105155124
2024-04-02 15:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.06747128526187407
2024-04-02 16:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.06187101460621008
2024-04-02 17:00:00+00:00,-0.1792051578403076,2.203011334769306,0.1603148761724741
2024-04-02 18:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 19:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 20:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.8731346621121377
2024-04-02 21:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
2024-04-02 22:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.9449914953721845
2024-04-02 23:00:00+00:00,-0.1792051578403076,-0.17409930209645724,0.23792025609332462
2024-04-03 00:00:00+00:00,-0.1792051578403076,-0.17409930209645724,-0.29741315169402366
